partido,fecha,jugador,mercado,linea,handicap,cuota
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),14+,0.0,4.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos (hitos),15+,0.0,5.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos Más/Menos,Más 27.5,27.5,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Puntos Más/Menos,Menos 27.5,27.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos Más/Menos,Más 26.5,26.5,1.87
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Puntos Más/Menos,Menos 26.5,26.5,1.87
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos Más/Menos,Más 19.5,19.5,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Puntos Más/Menos,Menos 19.5,19.5,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos Más/Menos,Más 18.5,18.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Puntos Más/Menos,Menos 18.5,18.5,1.83
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos Más/Menos,Más 15.5,15.5,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Puntos Más/Menos,Menos 15.5,15.5,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos Más/Menos,Más 12.5,12.5,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Puntos Más/Menos,Menos 12.5,12.5,1.82
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos Más/Menos,Más 11.5,11.5,1.88
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Puntos Más/Menos,Menos 11.5,11.5,1.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos Más/Menos,Más 10.5,10.5,1.83
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Puntos Más/Menos,Menos 10.5,10.5,1.91
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos Más/Menos,Más 9.5,9.5,1.83
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Puntos Más/Menos,Menos 9.5,9.5,1.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos Más/Menos,Más 8.5,8.5,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Puntos Más/Menos,Menos 8.5,8.5,2.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos Más/Menos,Más 8.5,8.5,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Puntos Más/Menos,Menos 8.5,8.5,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),8+,0.0,1.42
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),9+,0.0,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),10+,0.0,2.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),11+,0.0,3.35
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),12+,0.0,5.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),13+,0.0,7.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),14+,0.0,10.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias (hitos),15+,0.0,13.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),6+,0.0,1.47
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),7+,0.0,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),8+,0.0,2.77
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),9+,0.0,4.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),10+,0.0,6.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),11+,0.0,10.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),12+,0.0,13.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias (hitos),13+,0.0,17.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),3+,0.0,1.24
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),4+,0.0,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),5+,0.0,2.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),6+,0.0,4.15
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),7+,0.0,6.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias (hitos),8+,0.0,9.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),3+,0.0,1.39
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),4+,0.0,2.02
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),5+,0.0,3.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),6+,0.0,5.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),7+,0.0,10.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias (hitos),8+,0.0,15.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),2+,0.0,1.13
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),3+,0.0,1.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),4+,0.0,2.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias (hitos),5+,0.0,3.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),2+,0.0,1.16
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),3+,0.0,1.57
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),4+,0.0,2.47
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias (hitos),5+,0.0,4.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),2+,0.0,1.17
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),3+,0.0,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),4+,0.0,2.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias (hitos),5+,0.0,4.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),1+,0.0,1.08
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),2+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),3+,0.0,2.55
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias (hitos),4+,0.0,4.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),1+,0.0,1.13
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),2+,0.0,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),3+,0.0,3.15
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias (hitos),4+,0.0,6.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias Más/Menos,Más 8.5,8.5,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Asistencias Más/Menos,Menos 8.5,8.5,1.95
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias Más/Menos,Más 6.5,6.5,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Asistencias Más/Menos,Menos 6.5,6.5,1.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias Más/Menos,Más 3.5,3.5,2.02
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Asistencias Más/Menos,Menos 3.5,3.5,1.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias Más/Menos,Más 3.5,3.5,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Asistencias Más/Menos,Menos 3.5,3.5,2.07
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias Más/Menos,Más 2.5,2.5,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Dennis Schroder,Asistencias Más/Menos,Menos 2.5,2.5,2.27
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias Más/Menos,Más 2.5,2.5,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Asistencias Más/Menos,Menos 2.5,2.5,2.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias Más/Menos,Más 2.5,2.5,1.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Daniss Jenkins,Asistencias Más/Menos,Menos 2.5,2.5,2.27
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias Más/Menos,Más 1.5,1.5,1.7
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Asistencias Más/Menos,Menos 1.5,1.5,2.07
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias Más/Menos,Más 1.5,1.5,1.52
Cleveland Cavaliers Detroit Pistons,2026-05-15,Duncan Robinson,Asistencias Más/Menos,Menos 1.5,1.5,2.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),8+,0.0,1.33
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),9+,0.0,1.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),10+,0.0,2.15
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),11+,0.0,2.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),12+,0.0,3.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),13+,0.0,5.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),14+,0.0,6.8
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jalen Duren,Rebotes (hitos),15+,0.0,8.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),8+,0.0,1.53
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),9+,0.0,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),10+,0.0,2.67
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),11+,0.0,3.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),12+,0.0,5.6
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),13+,0.0,8.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),14+,0.0,11.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Evan Mobley,Rebotes (hitos),15+,0.0,14.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),6+,0.0,1.33
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),7+,0.0,1.67
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),8+,0.0,2.25
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),9+,0.0,3.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),10+,0.0,4.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),11+,0.0,7.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),12+,0.0,10.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Jarrett Allen,Rebotes (hitos),13+,0.0,13.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),6+,0.0,1.38
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),7+,0.0,1.78
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),8+,0.0,2.45
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),9+,0.0,3.55
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),10+,0.0,5.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),11+,0.0,8.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),12+,0.0,11.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Ausar Thompson,Rebotes (hitos),13+,0.0,15.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),6+,0.0,1.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),7+,0.0,1.98
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),8+,0.0,2.77
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),9+,0.0,4.2
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),10+,0.0,6.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),11+,0.0,9.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),12+,0.0,13.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Tobias Harris,Rebotes (hitos),13+,0.0,16.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),4+,0.0,1.26
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),5+,0.0,1.62
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),6+,0.0,2.27
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),7+,0.0,3.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),8+,0.0,5.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Cade Cunningham,Rebotes (hitos),9+,0.0,8.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),4+,0.0,1.36
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),5+,0.0,1.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),6+,0.0,2.75
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),7+,0.0,4.3
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),8+,0.0,7.1
Cleveland Cavaliers Detroit Pistons,2026-05-15,James Harden,Rebotes (hitos),9+,0.0,11.0
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),4+,0.0,1.39
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),5+,0.0,1.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),6+,0.0,2.85
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),7+,0.0,4.65
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),8+,0.0,7.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Max Strus,Rebotes (hitos),9+,0.0,11.5
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Rebotes (hitos),4+,0.0,1.4
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Rebotes (hitos),5+,0.0,1.93
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Rebotes (hitos),6+,0.0,2.9
Cleveland Cavaliers Detroit Pistons,2026-05-15,Donovan Mitchell,Rebotes (hitos),7+,0.0,4.65
