partido,jugador,mercado,linea,handicap,cuota
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PRA Más/Menos,Menos 13.5,13.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRA Más/Menos,Más 8.5,8.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRA Más/Menos,Menos 8.5,8.5,1.95
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),13+,0.0,1.39
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),15+,0.0,2.0
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),17+,0.0,3.35
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),19+,0.0,6.0
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),21+,0.0,10.75
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA (hitos),23+,0.0,16.0
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),10+,0.0,1.22
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),11+,0.0,1.4
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),12+,0.0,1.7
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),13+,0.0,2.1
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),14+,0.0,2.75
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),15+,0.0,3.65
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),16+,0.0,5.1
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),17+,0.0,7.0
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA (hitos),18+,0.0,9.5
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),9+,0.0,1.21
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),11+,0.0,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),13+,0.0,2.9
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),15+,0.0,4.7
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),17+,0.0,6.4
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA (hitos),19+,0.0,7.3
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),9+,0.0,1.23
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),11+,0.0,1.75
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),13+,0.0,3.0
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),15+,0.0,5.9
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),17+,0.0,11.0
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA (hitos),19+,0.0,16.0
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),9+,0.0,1.24
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),11+,0.0,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),13+,0.0,3.05
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),15+,0.0,5.9
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),17+,0.0,11.0
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA (hitos),19+,0.0,16.5
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),9+,0.0,1.6
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),10+,0.0,2.02
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),11+,0.0,2.72
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),12+,0.0,3.85
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),13+,0.0,5.4
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),14+,0.0,7.8
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),15+,0.0,10.75
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA (hitos),16+,0.0,13.5
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),7+,0.0,1.44
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),8+,0.0,1.82
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),9+,0.0,2.5
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),10+,0.0,3.55
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),11+,0.0,5.2
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),12+,0.0,7.7
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),13+,0.0,11.0
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA (hitos),14+,0.0,14.5
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),6+,0.0,1.3
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),7+,0.0,1.62
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),8+,0.0,2.12
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),9+,0.0,3.0
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),10+,0.0,4.5
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),11+,0.0,6.6
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),12+,0.0,9.75
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA (hitos),13+,0.0,13.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),5+,0.0,1.33
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),6+,0.0,1.72
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),7+,0.0,2.37
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),8+,0.0,3.55
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),9+,0.0,5.5
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA (hitos),10+,0.0,8.5
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),5+,0.0,1.37
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),6+,0.0,1.78
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),7+,0.0,2.5
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),8+,0.0,3.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),9+,0.0,5.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA (hitos),10+,0.0,9.0
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),4+,0.0,1.27
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),5+,0.0,1.65
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),6+,0.0,2.35
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),7+,0.0,3.55
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),8+,0.0,5.6
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA (hitos),9+,0.0,8.75
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),4+,0.0,1.27
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),5+,0.0,1.62
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),6+,0.0,2.3
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),7+,0.0,3.5
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),8+,0.0,5.7
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA (hitos),9+,0.0,8.75
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),4+,0.0,1.44
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),5+,0.0,2.02
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),6+,0.0,3.1
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),7+,0.0,5.0
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),8+,0.0,8.0
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA (hitos),9+,0.0,12.0
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),3+,0.0,1.24
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),4+,0.0,1.62
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),5+,0.0,2.45
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),6+,0.0,3.95
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),7+,0.0,6.5
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA (hitos),8+,0.0,10.25
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),3+,0.0,1.35
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),4+,0.0,1.93
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),5+,0.0,3.05
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),6+,0.0,5.2
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),7+,0.0,8.75
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA (hitos),8+,0.0,13.5
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA (hitos),1+,0.0,1.07
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA (hitos),2+,0.0,1.47
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA (hitos),3+,0.0,2.47
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA (hitos),4+,0.0,4.8
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA (hitos),1+,0.0,1.11
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA (hitos),2+,0.0,1.62
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA (hitos),3+,0.0,2.92
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA (hitos),4+,0.0,5.9
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA Más/Menos,Más 14.5,14.5,1.98
Los Angeles Lakers Oklahoma City Thunder,LeBron James,RA Más/Menos,Menos 14.5,14.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA Más/Menos,Más 11.5,11.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,RA Más/Menos,Menos 11.5,11.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA Más/Menos,Más 10.5,10.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,RA Más/Menos,Menos 10.5,10.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA Más/Menos,Más 10.5,10.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,RA Más/Menos,Menos 10.5,10.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA Más/Menos,Más 10.5,10.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,RA Más/Menos,Menos 10.5,10.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA Más/Menos,Más 9.5,9.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,RA Más/Menos,Menos 9.5,9.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA Más/Menos,Más 7.5,7.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,RA Más/Menos,Menos 7.5,7.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA Más/Menos,Más 7.5,7.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,RA Más/Menos,Menos 7.5,7.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA Más/Menos,Más 5.5,5.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA Más/Menos,Menos 5.5,5.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA Más/Menos,Más 5.5,5.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,RA Más/Menos,Menos 5.5,5.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA Más/Menos,Más 4.5,4.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,RA Más/Menos,Menos 4.5,4.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA Más/Menos,Más 4.5,4.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA Más/Menos,Menos 4.5,4.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA Más/Menos,Más 4.5,4.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA Más/Menos,Menos 4.5,4.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA Más/Menos,Más 3.5,3.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA Más/Menos,Menos 3.5,3.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA Más/Menos,Más 3.5,3.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA Más/Menos,Menos 3.5,3.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA Más/Menos,Más 2.5,2.5,2.45
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA Más/Menos,Menos 2.5,2.5,1.52
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA Más/Menos,Más 1.5,1.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA Más/Menos,Menos 1.5,1.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PR Más/Menos,Más 31.5,31.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PR Más/Menos,Menos 31.5,31.5,1.93
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PR Más/Menos,Más 29.5,29.5,1.87
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PR Más/Menos,Menos 29.5,29.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PR Más/Menos,Más 26.5,26.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PR Más/Menos,Menos 26.5,26.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PR Más/Menos,Más 25.5,25.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PR Más/Menos,Menos 25.5,25.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PR Más/Menos,Más 19.5,19.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PR Más/Menos,Menos 19.5,19.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PR Más/Menos,Más 18.5,18.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PR Más/Menos,Menos 18.5,18.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PR Más/Menos,Más 18.5,18.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PR Más/Menos,Menos 18.5,18.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PR Más/Menos,Más 14.5,14.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PR Más/Menos,Menos 14.5,14.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PR Más/Menos,Más 10.5,10.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PR Más/Menos,Menos 10.5,10.5,2.32
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PR Más/Menos,Más 8.5,8.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PR Más/Menos,Menos 8.5,8.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PA Más/Menos,Más 34.5,34.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PA Más/Menos,Menos 34.5,34.5,1.9
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PA Más/Menos,Más 30.5,30.5,1.91
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PA Más/Menos,Menos 30.5,30.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PA Más/Menos,Más 27.5,27.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PA Más/Menos,Menos 27.5,27.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PA Más/Menos,Más 20.5,20.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PA Más/Menos,Menos 20.5,20.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PA Más/Menos,Más 19.5,19.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PA Más/Menos,Menos 19.5,19.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PA Más/Menos,Más 15.5,15.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PA Más/Menos,Menos 15.5,15.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PA Más/Menos,Más 15.5,15.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PA Más/Menos,Menos 15.5,15.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PA Más/Menos,Más 10.5,10.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PA Más/Menos,Menos 10.5,10.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PA Más/Menos,Más 10.5,10.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PA Más/Menos,Menos 10.5,10.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PA Más/Menos,Más 5.5,5.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PA Más/Menos,Menos 5.5,5.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PB Más/Menos,Más 28.5,28.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PB Más/Menos,Menos 28.5,28.5,1.88
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PB Más/Menos,Más 23.5,23.5,1.93
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PB Más/Menos,Menos 23.5,23.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PB Más/Menos,Más 22.5,22.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PB Más/Menos,Menos 22.5,22.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PB Más/Menos,Más 19.5,19.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PB Más/Menos,Menos 19.5,19.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PB Más/Menos,Más 14.5,14.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PB Más/Menos,Menos 14.5,14.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PB Más/Menos,Más 11.5,11.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PB Más/Menos,Menos 11.5,11.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PB Más/Menos,Más 10.5,10.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PB Más/Menos,Menos 10.5,10.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PB Más/Menos,Más 8.5,8.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PB Más/Menos,Menos 8.5,8.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PB Más/Menos,Más 5.5,5.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PB Más/Menos,Menos 5.5,5.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Robos+Tapones Más/Menos,Más 3.5,3.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Robos+Tapones Más/Menos,Menos 3.5,3.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Robos+Tapones Más/Menos,Más 2.5,2.5,2.4
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Robos+Tapones Más/Menos,Menos 2.5,2.5,1.53
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Robos+Tapones Más/Menos,Más 2.5,2.5,2.3
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Robos+Tapones Más/Menos,Menos 2.5,2.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Robos+Tapones Más/Menos,Más 1.5,1.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.75
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Robos+Tapones Más/Menos,Más 1.5,1.5,1.75
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Robos+Tapones Más/Menos,Más 1.5,1.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Robos+Tapones Más/Menos,Más 1.5,1.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.25
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Robos+Tapones Más/Menos,Más 1.5,1.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Robos+Tapones Más/Menos,Más 1.5,1.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Robos+Tapones Más/Menos,Más 1.5,1.5,2.47
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Robos+Tapones Más/Menos,Más 1.5,1.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Robos+Tapones Más/Menos,Más 0.5,0.5,1.45
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.62
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Robos+Tapones Más/Menos,Más 0.5,0.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.27
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Robos+Tapones Más/Menos,Más 0.5,0.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.35
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PRB Más/Menos,Más 32.5,32.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PRB Más/Menos,Menos 32.5,32.5,1.9
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PRB Más/Menos,Más 30.5,30.5,1.95
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PRB Más/Menos,Menos 30.5,30.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PRB Más/Menos,Más 29.5,29.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PRB Más/Menos,Menos 29.5,29.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PRB Más/Menos,Más 26.5,26.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PRB Más/Menos,Menos 26.5,26.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PRB Más/Menos,Más 19.5,19.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PRB Más/Menos,Menos 19.5,19.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PRB Más/Menos,Más 18.5,18.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PRB Más/Menos,Menos 18.5,18.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PRB Más/Menos,Más 14.5,14.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PRB Más/Menos,Menos 14.5,14.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PRB Más/Menos,Más 11.5,11.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PRB Más/Menos,Menos 11.5,11.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRB Más/Menos,Más 8.5,8.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRB Más/Menos,Menos 8.5,8.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Faltas Más/Menos,Más 3.5,3.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Faltas Más/Menos,Menos 3.5,3.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Faltas Más/Menos,Más 2.5,2.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Faltas Más/Menos,Menos 2.5,2.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Faltas Más/Menos,Más 2.5,2.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Faltas Más/Menos,Menos 2.5,2.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Faltas Más/Menos,Más 2.5,2.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Faltas Más/Menos,Menos 2.5,2.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Faltas Más/Menos,Más 2.5,2.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Faltas Más/Menos,Menos 2.5,2.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Faltas Más/Menos,Más 2.5,2.5,2.25
