partido,fecha,jugador,mercado,linea,handicap,cuota
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Puntos (hitos),23+,0.0,3.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Puntos (hitos),24+,0.0,4.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),16+,0.0,1.47
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),17+,0.0,1.62
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),18+,0.0,1.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),19+,0.0,2.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),20+,0.0,2.32
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),21+,0.0,2.67
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),22+,0.0,3.15
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),23+,0.0,3.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos (hitos),24+,0.0,4.35
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),14+,0.0,1.42
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),15+,0.0,1.55
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),16+,0.0,1.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),17+,0.0,1.98
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),18+,0.0,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),19+,0.0,2.62
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),20+,0.0,3.1
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),21+,0.0,3.65
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos (hitos),22+,0.0,4.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),13+,0.0,1.38
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),15+,0.0,1.72
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),17+,0.0,2.22
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),19+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),21+,0.0,3.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),23+,0.0,5.2
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),25+,0.0,6.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),27+,0.0,7.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos (hitos),29+,0.0,8.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),11+,0.0,1.44
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),13+,0.0,1.83
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),15+,0.0,2.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),17+,0.0,3.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),19+,0.0,5.2
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),21+,0.0,7.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),23+,0.0,10.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),25+,0.0,13.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos (hitos),27+,0.0,16.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),11+,0.0,1.44
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),12+,0.0,1.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),13+,0.0,1.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),14+,0.0,2.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),15+,0.0,2.37
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),16+,0.0,2.77
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),17+,0.0,3.3
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),18+,0.0,3.9
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos (hitos),19+,0.0,4.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),9+,0.0,1.32
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),10+,0.0,1.47
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),11+,0.0,1.67
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),12+,0.0,1.93
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),13+,0.0,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),14+,0.0,2.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),15+,0.0,3.2
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),16+,0.0,3.9
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos (hitos),17+,0.0,4.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),9+,0.0,1.33
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),10+,0.0,1.47
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),11+,0.0,1.67
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),12+,0.0,1.93
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),13+,0.0,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),14+,0.0,2.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),15+,0.0,3.1
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),16+,0.0,3.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos (hitos),17+,0.0,4.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),8+,0.0,1.52
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),9+,0.0,1.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),10+,0.0,2.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),11+,0.0,2.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),12+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),13+,0.0,3.65
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),14+,0.0,4.55
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos (hitos),15+,0.0,5.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),8+,0.0,1.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),9+,0.0,1.98
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),10+,0.0,2.32
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),11+,0.0,3.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),12+,0.0,3.65
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),13+,0.0,4.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),14+,0.0,6.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos (hitos),15+,0.0,7.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),8+,0.0,1.62
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),9+,0.0,1.88
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),10+,0.0,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),11+,0.0,2.62
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),12+,0.0,3.2
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),13+,0.0,3.9
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),14+,0.0,4.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos (hitos),15+,0.0,5.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),7+,0.0,1.57
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),8+,0.0,1.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),9+,0.0,2.22
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),10+,0.0,2.72
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),11+,0.0,3.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),12+,0.0,4.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),13+,0.0,5.3
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos (hitos),14+,0.0,6.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),4+,0.0,1.52
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),5+,0.0,2.12
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),6+,0.0,2.57
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),7+,0.0,3.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),8+,0.0,4.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos (hitos),9+,0.0,6.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Puntos Más/Menos,Más 27.5,27.5,1.9
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Puntos Más/Menos,Menos 27.5,27.5,1.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Puntos Más/Menos,Más 26.5,26.5,1.78
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Puntos Más/Menos,Menos 26.5,26.5,1.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Puntos Más/Menos,Más 17.5,17.5,1.78
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Puntos Más/Menos,Menos 17.5,17.5,1.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos Más/Menos,Más 17.5,17.5,1.91
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Puntos Más/Menos,Menos 17.5,17.5,1.83
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos Más/Menos,Más 16.5,16.5,1.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Puntos Más/Menos,Menos 16.5,16.5,1.78
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos Más/Menos,Más 14.5,14.5,1.72
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Puntos Más/Menos,Menos 14.5,14.5,2.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos Más/Menos,Más 12.5,12.5,1.83
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Puntos Más/Menos,Menos 12.5,12.5,1.91
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos Más/Menos,Más 12.5,12.5,1.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Puntos Más/Menos,Menos 12.5,12.5,1.93
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos Más/Menos,Más 11.5,11.5,1.93
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Puntos Más/Menos,Menos 11.5,11.5,1.82
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos Más/Menos,Más 10.5,10.5,1.78
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Puntos Más/Menos,Menos 10.5,10.5,1.98
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos Más/Menos,Más 8.5,8.5,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Puntos Más/Menos,Menos 8.5,8.5,1.6
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos Más/Menos,Más 8.5,8.5,1.88
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Puntos Más/Menos,Menos 8.5,8.5,1.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos Más/Menos,Más 8.5,8.5,1.87
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Puntos Más/Menos,Menos 8.5,8.5,1.87
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos Más/Menos,Más 7.5,7.5,1.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Puntos Más/Menos,Menos 7.5,7.5,1.88
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos Más/Menos,Más 4.5,4.5,2.55
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Puntos Más/Menos,Menos 4.5,4.5,1.47
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),6+,0.0,1.27
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),7+,0.0,1.57
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),8+,0.0,2.07
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),9+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),10+,0.0,4.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),11+,0.0,6.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),12+,0.0,9.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias (hitos),13+,0.0,13.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),5+,0.0,1.42
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),6+,0.0,1.93
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),7+,0.0,2.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),8+,0.0,4.35
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),9+,0.0,6.8
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias (hitos),10+,0.0,10.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),3+,0.0,1.11
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),4+,0.0,1.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),5+,0.0,1.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),6+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),7+,0.0,4.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Anthony Edwards,Asistencias (hitos),8+,0.0,9.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),3+,0.0,1.26
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),4+,0.0,1.72
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),5+,0.0,2.65
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),6+,0.0,4.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),7+,0.0,7.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julius Randle,Asistencias (hitos),8+,0.0,11.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),3+,0.0,1.34
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),4+,0.0,1.9
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),5+,0.0,3.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),6+,0.0,5.3
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),7+,0.0,8.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Ayo Dosunmu,Asistencias (hitos),8+,0.0,13.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),3+,0.0,1.44
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),4+,0.0,2.1
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),5+,0.0,3.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),6+,0.0,6.2
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),7+,0.0,10.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Victor Wembanyama,Asistencias (hitos),8+,0.0,15.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Asistencias (hitos),2+,0.0,1.13
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Asistencias (hitos),3+,0.0,1.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Asistencias (hitos),4+,0.0,2.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Dylan Harper,Asistencias (hitos),5+,0.0,3.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Asistencias (hitos),2+,0.0,1.23
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Asistencias (hitos),3+,0.0,1.78
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Asistencias (hitos),4+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Devin Vassell,Asistencias (hitos),5+,0.0,5.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Asistencias (hitos),2+,0.0,1.29
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Asistencias (hitos),3+,0.0,1.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Asistencias (hitos),4+,0.0,3.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Jaden McDaniels,Asistencias (hitos),5+,0.0,6.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Asistencias (hitos),1+,0.0,1.07
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Asistencias (hitos),2+,0.0,1.55
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Asistencias (hitos),3+,0.0,2.72
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Rudy Gobert,Asistencias (hitos),4+,0.0,5.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Asistencias (hitos),1+,0.0,1.11
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Asistencias (hitos),2+,0.0,1.62
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Asistencias (hitos),3+,0.0,2.95
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Naz Reid,Asistencias (hitos),4+,0.0,6.1
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Mike Conley,Asistencias (hitos),1+,0.0,1.13
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Mike Conley,Asistencias (hitos),2+,0.0,1.7
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Mike Conley,Asistencias (hitos),3+,0.0,3.15
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Mike Conley,Asistencias (hitos),4+,0.0,6.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Asistencias (hitos),1+,0.0,1.21
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Asistencias (hitos),2+,0.0,2.05
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Asistencias (hitos),3+,0.0,4.25
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Julian Champagnie,Asistencias (hitos),4+,0.0,9.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Asistencias (hitos),1+,0.0,1.28
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Asistencias (hitos),2+,0.0,2.45
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Asistencias (hitos),3+,0.0,4.85
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Terrence Shannon Jr.,Asistencias (hitos),4+,0.0,7.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Asistencias (hitos),1+,0.0,1.4
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Asistencias (hitos),2+,0.0,2.92
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Asistencias (hitos),3+,0.0,7.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Keldon Johnson,Asistencias (hitos),4+,0.0,14.0
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Asistencias (hitos),1+,0.0,1.57
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Asistencias (hitos),2+,0.0,3.75
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Asistencias (hitos),3+,0.0,9.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Luke Kornet,Asistencias (hitos),4+,0.0,16.5
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias Más/Menos,Más 7.5,7.5,2.35
San Antonio Spurs Minnesota Timberwolves,2026-05-12,Stephon Castle,Asistencias Más/Menos,Menos 7.5,7.5,1.55
San Antonio Spurs Minnesota Timberwolves,2026-05-12,De'Aaron Fox,Asistencias Más/Menos,Más 5.5,5.5,1.93
