player_name,prop_type,matchup,line,over_price,under_price,min_L5,reb_chances_L5,reb_L5,touches_L5,passes_L5,ast_L5,usage_L5,fga_L5,pts_L5,fg3a_L5,fg3m_L5,brecha_reb,brecha_ast,pred_reb,pred_ast,pred_pts,pred_3pt,prediccion_ludo,diferencia,diferencia_abs
James Harden,PA,Toronto Raptors @ Cleveland Cavaliers,37.5,1.95,1.8,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,27.6,-9.899999999999999,9.899999999999999
Donovan Mitchell,PA,Toronto Raptors @ Cleveland Cavaliers,34.5,1.95,1.8,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,27.7,-6.800000000000001,6.800000000000001
Brandon Ingram,PA,Toronto Raptors @ Cleveland Cavaliers,18.5,1.87,1.87,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,19.6,1.1000000000000014,1.1000000000000014
Evan Mobley,PA,Toronto Raptors @ Cleveland Cavaliers,17.5,1.83,1.91,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,18.6,1.1000000000000014,1.1000000000000014
Jamal Shead,PA,Toronto Raptors @ Cleveland Cavaliers,13.5,1.77,2.0,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,14.5,1.0,1.0
Jakob Poeltl,PA,Toronto Raptors @ Cleveland Cavaliers,13.5,1.91,1.83,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,8.1,-5.4,5.4
Jarrett Allen,PA,Toronto Raptors @ Cleveland Cavaliers,11.5,1.87,1.87,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,10.4,-1.0999999999999996,1.0999999999999996
Max Strus,PA,Toronto Raptors @ Cleveland Cavaliers,10.5,1.95,1.8,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,12.3,1.8000000000000007,1.8000000000000007
James Harden,PR,Toronto Raptors @ Cleveland Cavaliers,36.5,1.91,1.83,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,25.1,-11.399999999999999,11.399999999999999
Donovan Mitchell,PR,Toronto Raptors @ Cleveland Cavaliers,33.5,1.83,1.91,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,28.6,-4.899999999999999,4.899999999999999
Scottie Barnes,PR,Toronto Raptors @ Cleveland Cavaliers,33.5,1.91,1.83,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,27.4,-6.100000000000001,6.100000000000001
Evan Mobley,PR,Toronto Raptors @ Cleveland Cavaliers,24.5,1.91,1.83,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,22.5,-2.0,2.0
Brandon Ingram,PR,Toronto Raptors @ Cleveland Cavaliers,19.5,1.91,1.83,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,21.9,2.3999999999999986,2.3999999999999986
Jarrett Allen,PR,Toronto Raptors @ Cleveland Cavaliers,19.5,1.91,1.83,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,16.8,-2.6999999999999993,2.6999999999999993
Jakob Poeltl,PR,Toronto Raptors @ Cleveland Cavaliers,15.5,1.77,2.0,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,11.8,-3.6999999999999993,3.6999999999999993
Ja'Kobe Walter,PR,Toronto Raptors @ Cleveland Cavaliers,15.5,1.91,1.83,26.6000003814697,4.6,2.4,29.2,21.2,1.4,0.1222,6.8,6.4,5.4,1.4,2.1999999999999997,19.8,2.8187132,1.4977328,8.551047,2.1827314,11.4,-4.1,4.1
Collin Murray-Boyles,PR,Toronto Raptors @ Cleveland Cavaliers,15.5,1.95,1.8,23.0199996948242,16.0,6.2,35.6,24.0,2.4,0.1864,8.8,14.0,0.6,0.0,9.8,21.6,7.1822324,2.3060658,11.217203,0.27936095,18.4,2.8999999999999986,2.8999999999999986
Max Strus,PR,Toronto Raptors @ Cleveland Cavaliers,12.5,1.83,1.91,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,14.9,2.4000000000000004,2.4000000000000004
Jamal Shead,PR,Toronto Raptors @ Cleveland Cavaliers,10.5,1.77,2.0,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,12.9,2.4000000000000004,2.4000000000000004
Sam Merrill,PR,Toronto Raptors @ Cleveland Cavaliers,10.5,1.83,1.91,21.0,4.0,1.6,24.8,18.6,1.2,0.1138,4.8,7.0,4.0,1.6,2.4,17.400000000000002,2.3207545,1.368593,6.894738,1.5506957,9.2,-1.3000000000000007,1.3000000000000007
Scottie Barnes,PRA,Toronto Raptors @ Cleveland Cavaliers,44.5,1.91,1.83,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,34.7,-9.799999999999997,9.799999999999997
James Harden,PRA,Toronto Raptors @ Cleveland Cavaliers,43.5,1.91,1.83,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,31.1,-12.399999999999999,12.399999999999999
Donovan Mitchell,PRA,Toronto Raptors @ Cleveland Cavaliers,37.5,1.91,1.83,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,32.8,-4.700000000000003,4.700000000000003
Evan Mobley,PRA,Toronto Raptors @ Cleveland Cavaliers,26.5,1.87,1.87,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,26.1,-0.3999999999999986,0.3999999999999986
Brandon Ingram,PRA,Toronto Raptors @ Cleveland Cavaliers,23.5,1.95,1.8,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,24.2,0.6999999999999993,0.6999999999999993
Jarrett Allen,PRA,Toronto Raptors @ Cleveland Cavaliers,20.5,2.0,1.77,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,17.8,-2.6999999999999993,2.6999999999999993
Jakob Poeltl,PRA,Toronto Raptors @ Cleveland Cavaliers,18.5,1.95,1.8,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,13.3,-5.199999999999999,5.199999999999999
Collin Murray-Boyles,PRA,Toronto Raptors @ Cleveland Cavaliers,16.5,1.83,1.91,23.0199996948242,16.0,6.2,35.6,24.0,2.4,0.1864,8.8,14.0,0.6,0.0,9.8,21.6,7.1822324,2.3060658,11.217203,0.27936095,20.7,4.199999999999999,4.199999999999999
Jamal Shead,PRA,Toronto Raptors @ Cleveland Cavaliers,15.5,2.0,1.77,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,17.1,1.6000000000000014,1.6000000000000014
Max Strus,PRA,Toronto Raptors @ Cleveland Cavaliers,14.5,1.95,1.8,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,16.8,2.3000000000000007,2.3000000000000007
Evan Mobley,REB,Toronto Raptors @ Cleveland Cavaliers,8.5,1.83,1.91,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,7.5,-1.0,1.0
Jarrett Allen,REB,Toronto Raptors @ Cleveland Cavaliers,8.5,1.95,1.8,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,7.5,-1.0,1.0
Scottie Barnes,REB,Toronto Raptors @ Cleveland Cavaliers,6.5,2.0,1.77,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,6.3,-0.20000000000000018,0.20000000000000018
James Harden,REB,Toronto Raptors @ Cleveland Cavaliers,5.5,1.62,2.24,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,3.4,-2.1,2.1
Collin Murray-Boyles,REB,Toronto Raptors @ Cleveland Cavaliers,4.5,1.83,1.91,23.0199996948242,16.0,6.2,35.6,24.0,2.4,0.1864,8.8,14.0,0.6,0.0,9.8,21.6,7.1822324,2.3060658,11.217203,0.27936095,7.2,2.7,2.7
Brandon Ingram,REB,Toronto Raptors @ Cleveland Cavaliers,4.5,1.87,1.87,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,4.6,0.09999999999999964,0.09999999999999964
Jakob Poeltl,REB,Toronto Raptors @ Cleveland Cavaliers,4.5,1.87,1.87,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,5.2,0.7000000000000002,0.7000000000000002
Ja'Kobe Walter,REB,Toronto Raptors @ Cleveland Cavaliers,3.5,1.62,2.24,26.6000003814697,4.6,2.4,29.2,21.2,1.4,0.1222,6.8,6.4,5.4,1.4,2.1999999999999997,19.8,2.8187132,1.4977328,8.551047,2.1827314,2.8,-0.7000000000000002,0.7000000000000002
Max Strus,REB,Toronto Raptors @ Cleveland Cavaliers,3.5,1.77,2.0,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,4.5,1.0,1.0
Dean Wade,REB,Toronto Raptors @ Cleveland Cavaliers,3.5,2.14,1.69,23.7599998474121,7.0,4.2,30.0,25.6,0.4,0.065,3.4,4.6,2.6,1.0,2.8,25.200000000000003,3.7366326,1.4459229,5.6456375,1.0402799,3.7,0.20000000000000018,0.20000000000000018
Sandro Mamukelashvili,REB,Toronto Raptors @ Cleveland Cavaliers,2.5,1.57,2.35,16.5000003814697,8.6,6.2,22.8,16.6,1.8,0.1302,4.4,5.2,1.6,0.6,2.3999999999999995,14.8,5.525311,1.3824604,5.6042194,0.69951254,5.5,3.0,3.0
Donovan Mitchell,REB,Toronto Raptors @ Cleveland Cavaliers,2.5,1.6,2.3,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,5.1,2.5999999999999996,2.5999999999999996
Jaylon Tyson,REB,Toronto Raptors @ Cleveland Cavaliers,1.5,1.65,2.2,17.5799999237061,5.6,3.0,32.4,21.6,1.8,0.2286,7.8,9.0,3.6,1.4,2.5999999999999996,19.8,3.286202,1.8078977,10.061702,1.1875368,3.3,1.7999999999999998,1.7999999999999998
Jamal Shead,REB,Toronto Raptors @ Cleveland Cavaliers,1.5,2.65,1.47,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,2.6,1.1,1.1
Scottie Barnes,RA,Toronto Raptors @ Cleveland Cavaliers,17.5,2.0,1.77,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,13.7,-3.8000000000000007,3.8000000000000007
James Harden,RA,Toronto Raptors @ Cleveland Cavaliers,12.5,1.74,2.05,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,9.4,-3.0999999999999996,3.0999999999999996
Evan Mobley,RA,Toronto Raptors @ Cleveland Cavaliers,10.5,1.77,2.0,30.7200004577637,13.2,7.2,62.0,46.0,3.4,0.2048,11.6,15.0,2.2,0.4,5.999999999999999,42.6,7.491719,3.6296794,14.994513,0.8631369,11.1,0.5999999999999996,0.5999999999999996
Jarrett Allen,RA,Toronto Raptors @ Cleveland Cavaliers,9.5,2.1,1.71,27.2400001525879,14.8,7.4,27.4,16.6,0.4,0.147,6.8,10.2,0.0,0.0,7.4,16.200000000000003,7.4777293,1.0363445,9.315964,0.03801408,8.5,-1.0,1.0
Brandon Ingram,RA,Toronto Raptors @ Cleveland Cavaliers,8.5,2.1,1.71,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,6.9,-1.5999999999999996,1.5999999999999996
Jakob Poeltl,RA,Toronto Raptors @ Cleveland Cavaliers,6.5,1.83,1.91,17.7800003051758,11.0,5.4,26.0,19.0,1.6,0.1572,4.4,7.0,0.0,0.0,5.6,17.4,5.2247243,1.4904672,6.564379,0.027545847,6.7,0.20000000000000018,0.20000000000000018
Donovan Mitchell,RA,Toronto Raptors @ Cleveland Cavaliers,6.5,1.95,1.8,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,9.3,2.8000000000000007,2.8000000000000007
Donovan Mitchell,3PT,Toronto Raptors @ Cleveland Cavaliers,5.5,2.1,1.71,34.5000007629395,8.6,5.6,65.4,36.2,3.8,0.2966,20.4,25.6,8.0,2.8,3.0,32.400000000000006,5.110995,4.203841,23.48021,2.6258628,2.6,-2.9,2.9
James Harden,3PT,Toronto Raptors @ Cleveland Cavaliers,3.5,1.6,2.3,32.6800003051758,6.2,2.6,68.4,43.0,6.2,0.2928,14.4,21.4,7.4,2.8,3.6,36.8,3.4267442,5.935756,21.70468,2.6210327,2.6,-0.8999999999999999,0.8999999999999999
Ja'Kobe Walter,3PT,Toronto Raptors @ Cleveland Cavaliers,3.5,2.5,1.51,26.6000003814697,4.6,2.4,29.2,21.2,1.4,0.1222,6.8,6.4,5.4,1.4,2.1999999999999997,19.8,2.8187132,1.4977328,8.551047,2.1827314,2.2,-1.2999999999999998,1.2999999999999998
Sam Merrill,3PT,Toronto Raptors @ Cleveland Cavaliers,1.5,1.47,2.65,21.0,4.0,1.6,24.8,18.6,1.2,0.1138,4.8,7.0,4.0,1.6,2.4,17.400000000000002,2.3207545,1.368593,6.894738,1.5506957,1.6,0.10000000000000009,0.10000000000000009
Jamal Shead,3PT,Toronto Raptors @ Cleveland Cavaliers,1.5,1.57,2.35,28.3199996948242,3.2,2.0,56.0,46.6,3.8,0.1316,6.2,6.0,3.8,1.2,1.2000000000000002,42.800000000000004,2.5817955,4.154286,10.343389,1.5941243,1.6,0.10000000000000009,0.10000000000000009
Max Strus,3PT,Toronto Raptors @ Cleveland Cavaliers,1.5,1.77,2.0,23.0,8.8,4.8,39.8,29.6,1.6,0.1774,7.8,11.2,5.8,2.2,4.000000000000001,28.0,4.519878,1.9611101,10.346979,1.8490303,1.8,0.30000000000000004,0.30000000000000004
Brandon Ingram,3PT,Toronto Raptors @ Cleveland Cavaliers,0.5,1.43,2.75,33.7399997711182,9.0,4.8,43.8,24.4,2.2,0.2212,13.2,16.8,3.6,1.6,4.2,22.2,4.581921,2.3556309,17.284994,1.2933159,1.3,0.8,0.8
Scottie Barnes,3PT,Toronto Raptors @ Cleveland Cavaliers,0.5,1.77,2.0,36.1800003051758,11.6,6.2,76.6,52.8,8.2,0.2612,15.2,24.2,3.0,1.4,5.3999999999999995,44.599999999999994,6.3205957,7.373392,21.033932,1.0826082,1.1,0.6000000000000001,0.6000000000000001
LeBron James,AST,Houston Rockets @ Los Angeles Lakers,8.5,1.99,1.76,34.5000003814697,11.2,7.4,79.8,50.2,8.2,0.3236,16.2,20.8,4.4,1.4,3.799999999999999,42.0,6.701886,7.867152,22.72188,1.6013671,7.9,-0.5999999999999996,0.5999999999999996
Amen Thompson,AST,Houston Rockets @ Los Angeles Lakers,5.5,1.69,2.1,43.2,12.8,7.2,88.4,63.8,6.8,0.2104,16.0,24.6,0.8,0.0,5.6000000000000005,57.0,7.555172,6.142404,20.146385,0.17376494,6.1,0.5999999999999996,0.5999999999999996
Alperen Sengun,AST,Houston Rockets @ Los Angeles Lakers,5.5,1.76,2.0,36.0000003814697,17.4,9.4,70.6,45.6,5.4,0.2582,18.2,22.6,1.6,0.2,7.999999999999998,40.2,8.341391,4.6873317,21.610357,0.5378299,4.7,-0.7999999999999998,0.7999999999999998
Reed Sheppard,AST,Houston Rockets @ Los Angeles Lakers,4.5,1.93,1.81,29.3600002288818,5.8,2.0,63.6,46.2,4.8,0.2214,15.0,14.0,9.8,3.4,3.8,41.400000000000006,2.9559972,5.048085,16.653034,2.867045,5.0,0.5,0.5
Marcus Smart,AST,Houston Rockets @ Los Angeles Lakers,4.5,2.11,1.68,33.0599994659424,7.0,2.4,78.4,60.0,8.0,0.2128,9.8,15.0,4.6,1.8,4.6,52.0,3.7583003,6.6488967,14.72444,1.7320138,6.6,2.0999999999999996,2.0999999999999996
Austin Reaves,AST,Houston Rockets @ Los Angeles Lakers,4.5,2.13,1.67,33.7399997711182,8.2,4.4,70.8,48.8,5.4,0.2538,13.0,20.8,6.0,2.0,3.799999999999999,43.4,4.0715837,5.248459,19.881414,2.1327474,5.2,0.7000000000000002,0.7000000000000002
Luke Kennard,AST,Houston Rockets @ Los Angeles Lakers,2.5,1.67,2.13,33.8799999237061,7.6,3.8,49.8,34.4,2.8,0.1626,9.4,14.8,4.0,1.8,3.8,31.599999999999998,4.1386013,2.6419365,14.4072275,1.5522429,2.6,0.10000000000000009,0.10000000000000009
Tari Eason,AST,Houston Rockets @ Los Angeles Lakers,1.5,2.02,1.75,30.1399993896484,10.8,7.6,40.8,26.0,2.0,0.1898,11.4,14.2,4.4,1.4,3.200000000000001,24.0,6.5175505,2.0889285,14.047995,1.6981337,2.1,0.6000000000000001,0.6000000000000001
Deandre Ayton,AST,Houston Rockets @ Los Angeles Lakers,0.5,1.52,2.46,29.0999996185303,15.8,8.4,44.4,31.6,1.2,0.1892,9.4,13.6,0.0,0.0,7.4,30.400000000000002,7.947273,1.8140081,13.069766,0.030826522,1.8,1.3,1.3
Rui Hachimura,AST,Houston Rockets @ Los Angeles Lakers,0.5,1.56,2.36,37.2999996185303,9.4,4.8,42.8,27.8,1.0,0.1564,11.2,16.8,4.8,2.6,4.6000000000000005,26.8,5.1248064,1.5315175,15.261456,1.7822438,1.5,1.0,1.0
LeBron James,PTS,Houston Rockets @ Los Angeles Lakers,23.5,1.86,1.91,34.5000003814697,11.2,7.4,79.8,50.2,8.2,0.3236,16.2,20.8,4.4,1.4,3.799999999999999,42.0,6.701886,7.867152,22.72188,1.6013671,22.7,-0.8000000000000007,0.8000000000000007
Alperen Sengun,PTS,Houston Rockets @ Los Angeles Lakers,22.5,1.83,1.94,36.0000003814697,17.4,9.4,70.6,45.6,5.4,0.2582,18.2,22.6,1.6,0.2,7.999999999999998,40.2,8.341391,4.6873317,21.610357,0.5378299,21.6,-0.8999999999999986,0.8999999999999986
Amen Thompson,PTS,Houston Rockets @ Los Angeles Lakers,18.5,1.91,1.87,43.2,12.8,7.2,88.4,63.8,6.8,0.2104,16.0,24.6,0.8,0.0,5.6000000000000005,57.0,7.555172,6.142404,20.146385,0.17376494,20.1,1.6000000000000014,1.6000000000000014
Austin Reaves,PTS,Houston Rockets @ Los Angeles Lakers,17.5,1.93,1.84,33.7399997711182,8.2,4.4,70.8,48.8,5.4,0.2538,13.0,20.8,6.0,2.0,3.799999999999999,43.4,4.0715837,5.248459,19.881414,2.1327474,19.9,2.3999999999999986,2.3999999999999986
Reed Sheppard,PTS,Houston Rockets @ Los Angeles Lakers,16.5,1.81,1.97,29.3600002288818,5.8,2.0,63.6,46.2,4.8,0.2214,15.0,14.0,9.8,3.4,3.8,41.400000000000006,2.9559972,5.048085,16.653034,2.867045,16.7,0.1999999999999993,0.1999999999999993
Tari Eason,PTS,Houston Rockets @ Los Angeles Lakers,12.5,1.85,1.92,30.1399993896484,10.8,7.6,40.8,26.0,2.0,0.1898,11.4,14.2,4.4,1.4,3.200000000000001,24.0,6.5175505,2.0889285,14.047995,1.6981337,14.0,1.5,1.5
Luke Kennard,PTS,Houston Rockets @ Los Angeles Lakers,12.5,1.87,1.91,33.8799999237061,7.6,3.8,49.8,34.4,2.8,0.1626,9.4,14.8,4.0,1.8,3.8,31.599999999999998,4.1386013,2.6419365,14.4072275,1.5522429,14.4,1.9000000000000004,1.9000000000000004
Rui Hachimura,PTS,Houston Rockets @ Los Angeles Lakers,12.5,1.92,1.85,37.2999996185303,9.4,4.8,42.8,27.8,1.0,0.1564,11.2,16.8,4.8,2.6,4.6000000000000005,26.8,5.1248064,1.5315175,15.261456,1.7822438,15.3,2.8000000000000007,2.8000000000000007
Deandre Ayton,PTS,Houston Rockets @ Los Angeles Lakers,11.5,1.88,1.88,29.0999996185303,15.8,8.4,44.4,31.6,1.2,0.1892,9.4,13.6,0.0,0.0,7.4,30.400000000000002,7.947273,1.8140081,13.069766,0.030826522,13.1,1.5999999999999996,1.5999999999999996
Marcus Smart,PTS,Houston Rockets @ Los Angeles Lakers,11.5,1.93,1.85,33.0599994659424,7.0,2.4,78.4,60.0,8.0,0.2128,9.8,15.0,4.6,1.8,4.6,52.0,3.7583003,6.6488967,14.72444,1.7320138,14.7,3.1999999999999993,3.1999999999999993
Jaxson Hayes,PTS,Houston Rockets @ Los Angeles Lakers,5.5,1.91,1.86,19.2799999237061,7.0,3.0,21.4,14.2,0.6,0.1392,4.6,9.4,0.2,0.0,4.0,13.6,3.6509311,0.9858913,7.302599,0.0682184,7.3,1.7999999999999998,1.7999999999999998
Josh Okogie,PTS,Houston Rockets @ Los Angeles Lakers,3.5,2.01,1.78,18.9400000572205,5.2,2.2,17.6,12.2,0.8,0.1194,4.4,4.4,2.0,0.8,3.0,11.399999999999999,2.6097763,0.9572079,5.624787,0.7942532,5.6,2.0999999999999996,2.0999999999999996
Dorian Finney-Smith,PTS,Houston Rockets @ Los Angeles Lakers,2.5,1.87,1.9,13.3599998474121,5.0,2.0,13.4,9.0,0.4,0.1226,3.8,3.6,2.4,0.4,3.0,8.6,2.7088575,0.73566926,4.20496,0.7877334,4.2,1.7000000000000002,1.7000000000000002
LeBron James,PA,Houston Rockets @ Los Angeles Lakers,32.5,1.88,1.87,34.5000003814697,11.2,7.4,79.8,50.2,8.2,0.3236,16.2,20.8,4.4,1.4,3.799999999999999,42.0,6.701886,7.867152,22.72188,1.6013671,30.6,-1.8999999999999986,1.8999999999999986
Alperen Sengun,PA,Houston Rockets @ Los Angeles Lakers,28.5,1.81,1.94,36.0000003814697,17.4,9.4,70.6,45.6,5.4,0.2582,18.2,22.6,1.6,0.2,7.999999999999998,40.2,8.341391,4.6873317,21.610357,0.5378299,26.3,-2.1999999999999993,2.1999999999999993
Amen Thompson,PA,Houston Rockets @ Los Angeles Lakers,24.5,1.86,1.88,43.2,12.8,7.2,88.4,63.8,6.8,0.2104,16.0,24.6,0.8,0.0,5.6000000000000005,57.0,7.555172,6.142404,20.146385,0.17376494,26.3,1.8000000000000007,1.8000000000000007
Austin Reaves,PA,Houston Rockets @ Los Angeles Lakers,21.5,1.84,1.9,33.7399997711182,8.2,4.4,70.8,48.8,5.4,0.2538,13.0,20.8,6.0,2.0,3.799999999999999,43.4,4.0715837,5.248459,19.881414,2.1327474,25.1,3.6000000000000014,3.6000000000000014
Reed Sheppard,PA,Houston Rockets @ Los Angeles Lakers,21.5,1.86,1.88,29.3600002288818,5.8,2.0,63.6,46.2,4.8,0.2214,15.0,14.0,9.8,3.4,3.8,41.400000000000006,2.9559972,5.048085,16.653034,2.867045,21.7,0.1999999999999993,0.1999999999999993
Marcus Smart,PA,Houston Rockets @ Los Angeles Lakers,15.5,1.82,1.93,33.0599994659424,7.0,2.4,78.4,60.0,8.0,0.2128,9.8,15.0,4.6,1.8,4.6,52.0,3.7583003,6.6488967,14.72444,1.7320138,21.4,5.899999999999999,5.899999999999999
Luke Kennard,PA,Houston Rockets @ Los Angeles Lakers,15.5,1.86,1.88,33.8799999237061,7.6,3.8,49.8,34.4,2.8,0.1626,9.4,14.8,4.0,1.8,3.8,31.599999999999998,4.1386013,2.6419365,14.4072275,1.5522429,17.0,1.5,1.5
Tari Eason,PA,Houston Rockets @ Los Angeles Lakers,14.5,1.93,1.82,30.1399993896484,10.8,7.6,40.8,26.0,2.0,0.1898,11.4,14.2,4.4,1.4,3.200000000000001,24.0,6.5175505,2.0889285,14.047995,1.6981337,16.1,1.6000000000000014,1.6000000000000014
Rui Hachimura,PA,Houston Rockets @ Los Angeles Lakers,13.5,1.93,1.81,37.2999996185303,9.4,4.8,42.8,27.8,1.0,0.1564,11.2,16.8,4.8,2.6,4.6000000000000005,26.8,5.1248064,1.5315175,15.261456,1.7822438,16.8,3.3000000000000007,3.3000000000000007
Deandre Ayton,PA,Houston Rockets @ Los Angeles Lakers,12.5,1.92,1.83,29.0999996185303,15.8,8.4,44.4,31.6,1.2,0.1892,9.4,13.6,0.0,0.0,7.4,30.400000000000002,7.947273,1.8140081,13.069766,0.030826522,14.9,2.4000000000000004,2.4000000000000004
Alperen Sengun,PR,Houston Rockets @ Los Angeles Lakers,32.5,1.85,1.89,36.0000003814697,17.4,9.4,70.6,45.6,5.4,0.2582,18.2,22.6,1.6,0.2,7.999999999999998,40.2,8.341391,4.6873317,21.610357,0.5378299,30.0,-2.5,2.5
